entry,at,order
"""Connor @ SgqM1BL9TF"" collected 1152 from pot with Straight, A High (combination: 10♠, J♣, Q♣, K♣, A♠)",2026-02-05T04:11:43.849Z,177026470384901
"""Connor @ SgqM1BL9TF"" collected 42 from pot with Straight, A High (combination: 10♠, J♣, Q♣, K♣, A♠)",2026-02-05T04:11:43.849Z,177026470384900
"River: K♣, 2♥, J♣, 10♠ [8♣]",2026-02-05T04:11:39.793Z,177026469979300
"""Cam @ -CWFnEN9Li"" shows a 10♦, 2♦.",2026-02-05T04:11:35.788Z,177026469578802
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 4♥, A♦.",2026-02-05T04:11:35.788Z,177026469578801
"""Connor @ SgqM1BL9TF"" shows a A♠, Q♣.",2026-02-05T04:11:35.788Z,177026469578800
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T04:11:34.963Z,177026469496300
"""Connor @ SgqM1BL9TF"" calls 576",2026-02-05T04:11:24.954Z,177026468495400
"""Cam @ -CWFnEN9Li"" bets 576 and go all in",2026-02-05T04:11:23.831Z,177026468383100
"Turn: K♣, 2♥, J♣ [10♠]",2026-02-05T04:11:15.173Z,177026467517300
"""Connor @ SgqM1BL9TF"" calls 8",2026-02-05T04:11:14.304Z,177026467430400
"""Cam @ -CWFnEN9Li"" calls 8",2026-02-05T04:11:13.380Z,177026467338000
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T04:11:11.177Z,177026467117700
"""stoneman42069666 @ 2YpVmUeLk7"" calls 8 and go all in",2026-02-05T04:11:06.609Z,177026466660900
"""Ian @ yrSbbM5VuT"" raises to 8",2026-02-05T04:11:01.854Z,177026466185400
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T04:10:56.338Z,177026465633800
"""Cam @ -CWFnEN9Li"" bets 2",2026-02-05T04:10:54.408Z,177026465440800
"Flop:  [K♣, 2♥, J♣]",2026-02-05T04:10:37.333Z,177026463733300
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T04:10:36.528Z,177026463652800
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T04:10:35.621Z,177026463562100
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T04:10:34.726Z,177026463472600
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T04:10:30.601Z,177026463060100
"""Ian @ yrSbbM5VuT"" calls 2",2026-02-05T04:10:29.160Z,177026462916000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T04:10:27.819Z,177026462781900
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T04:10:23.531Z,177026462353100
"""Connor @ SgqM1BL9TF"" posts a big blind of 2",2026-02-05T04:10:18.971Z,177026461897110
"""Cam @ -CWFnEN9Li"" posts a small blind of 1",2026-02-05T04:10:18.971Z,177026461897109
"Your hand is K♥, 8♠",2026-02-05T04:10:18.971Z,177026461897105
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (912) | #2 ""Megan @ YhjZMT3yjF"" (917) | #3 ""Peter @ YOLNz3ZCNR"" (194) | #4 ""Ian @ yrSbbM5VuT"" (192) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (10) | #9 ""grandpashortz @ b8EutyhaTC"" (589) | #10 ""Cam @ -CWFnEN9Li"" (586)",2026-02-05T04:10:18.971Z,177026461897101
"-- starting hand #39 (id: 86rfknrh6kig)  No Limit Texas Hold'em (dealer: ""grandpashortz @ b8EutyhaTC"") --",2026-02-05T04:10:18.971Z,177026461897100
"""Megan @ YhjZMT3yjF"" shows a A♥, 5♥.",2026-02-05T04:10:17.282Z,177026461728200
"""Connor @ SgqM1BL9TF"" shows a 10♦, 10♥.",2026-02-05T04:10:15.340Z,177026461534000
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 10♠, 9♥.",2026-02-05T04:10:13.711Z,177026461371100
"-- ending hand #38 --",2026-02-05T04:10:11.442Z,177026461144202
"""Cam @ -CWFnEN9Li"" collected 264 from pot with Straight, 9 High (combination: 5♣, 6♣, 7♦, 8♠, 9♣)",2026-02-05T04:10:11.442Z,177026461144201
"""Cam @ -CWFnEN9Li"" shows a 8♦, 6♣.",2026-02-05T04:10:11.442Z,177026461144200
"""stoneman42069666 @ 2YpVmUeLk7"" calls 21",2026-02-05T04:10:10.626Z,177026461062600
"""Megan @ YhjZMT3yjF"" calls 21",2026-02-05T04:10:08.744Z,177026460874400
"""Connor @ SgqM1BL9TF"" calls 21",2026-02-05T04:10:06.436Z,177026460643600
"""Cam @ -CWFnEN9Li"" bets 21",2026-02-05T04:10:02.401Z,177026460240100
"River: 9♣, 5♣, 8♠, 2♣ [7♦]",2026-02-05T04:09:56.868Z,177026459686800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 21",2026-02-05T04:09:56.065Z,177026459606500
"""Megan @ YhjZMT3yjF"" calls 21",2026-02-05T04:09:54.316Z,177026459431600
"""Connor @ SgqM1BL9TF"" calls 21",2026-02-05T04:09:51.872Z,177026459187200
"""Cam @ -CWFnEN9Li"" bets 21",2026-02-05T04:09:49.652Z,177026458965200
"Turn: 9♣, 5♣, 8♠ [2♣]",2026-02-05T04:09:44.185Z,177026458418500
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T04:09:43.369Z,177026458336900
"""stoneman42069666 @ 2YpVmUeLk7"" calls 21",2026-02-05T04:09:39.320Z,177026457932000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T04:09:37.826Z,177026457782600
"""Megan @ YhjZMT3yjF"" calls 21",2026-02-05T04:09:36.934Z,177026457693400
"""Connor @ SgqM1BL9TF"" calls 21",2026-02-05T04:09:34.852Z,177026457485200
"""Cam @ -CWFnEN9Li"" bets 21",2026-02-05T04:09:29.700Z,177026456970000
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T04:09:25.963Z,177026456596300
"Flop:  [9♣, 5♣, 8♠]",2026-02-05T04:09:12.030Z,177026455203000
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T04:09:11.217Z,177026455121700
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T04:09:10.317Z,177026455031700
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T04:09:09.372Z,177026454937200
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T04:09:08.405Z,177026454840500
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T04:09:07.509Z,177026454750900
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T04:09:00.791Z,177026454079100
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T04:08:59.383Z,177026453938300
"""Cam @ -CWFnEN9Li"" posts a big blind of 2",2026-02-05T04:08:50.293Z,177026453029310
"""grandpashortz @ b8EutyhaTC"" posts a small blind of 1",2026-02-05T04:08:50.293Z,177026453029309
"Your hand is 4♣, 2♥",2026-02-05T04:08:50.293Z,177026453029305
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (977) | #2 ""Megan @ YhjZMT3yjF"" (982) | #3 ""Peter @ YOLNz3ZCNR"" (196) | #4 ""Ian @ yrSbbM5VuT"" (192) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (75) | #9 ""grandpashortz @ b8EutyhaTC"" (591) | #10 ""Cam @ -CWFnEN9Li"" (387)",2026-02-05T04:08:50.293Z,177026453029301
"-- starting hand #38 (id: cnwul0thea3t)  No Limit Texas Hold'em (dealer: ""stoneman42069666 @ 2YpVmUeLk7"") --",2026-02-05T04:08:50.293Z,177026453029300
"""Connor @ SgqM1BL9TF"" shows a K♠, A♦.",2026-02-05T04:08:48.750Z,177026452875000
"-- ending hand #37 --",2026-02-05T04:08:46.670Z,177026452667002
"""Connor @ SgqM1BL9TF"" collected 95 from pot",2026-02-05T04:08:46.670Z,177026452667001
"Uncalled bet of 50 returned to ""Connor @ SgqM1BL9TF""",2026-02-05T04:08:46.670Z,177026452667000
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T04:08:45.858Z,177026452585800
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T04:08:44.932Z,177026452493200
"""Connor @ SgqM1BL9TF"" bets 50",2026-02-05T04:08:40.168Z,177026452016800
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T04:08:33.171Z,177026451317100
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T04:08:31.519Z,177026451151900
"River: A♥, Q♠, 7♦, 5♠ [4♠]",2026-02-05T04:08:28.642Z,177026450864200
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T04:08:27.820Z,177026450782000
"""Connor @ SgqM1BL9TF"" calls 25",2026-02-05T04:08:26.921Z,177026450692100
"""Cam @ -CWFnEN9Li"" calls 25",2026-02-05T04:08:25.992Z,177026450599200
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T04:08:17.767Z,177026449776700
"""stoneman42069666 @ 2YpVmUeLk7"" bets 25",2026-02-05T04:08:15.639Z,177026449563900
"Turn: A♥, Q♠, 7♦ [5♠]",2026-02-05T04:08:09.434Z,177026448943400
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T04:08:08.594Z,177026448859400
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T04:08:04.700Z,177026448470000
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T04:08:03.767Z,177026448376700
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T04:07:56.161Z,177026447616100
"""stoneman42069666 @ 2YpVmUeLk7"" bets 2",2026-02-05T04:07:50.033Z,177026447003300
"Flop:  [A♥, Q♠, 7♦]",2026-02-05T04:07:33.015Z,177026445301500
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T04:07:32.187Z,177026445218700
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T04:07:31.280Z,177026445128000
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T04:07:29.187Z,177026444918700
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T04:07:28.138Z,177026444813800
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T04:07:27.247Z,177026444724700
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T04:07:24.325Z,177026444432500
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T04:07:23.432Z,177026444343200
"""grandpashortz @ b8EutyhaTC"" posts a big blind of 2",2026-02-05T04:07:20.405Z,177026444040511
"""stoneman42069666 @ 2YpVmUeLk7"" posts a small blind of 1",2026-02-05T04:07:20.405Z,177026444040510
"Your hand is 2♣, K♥",2026-02-05T04:07:20.405Z,177026444040506
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (911) | #2 ""Megan @ YhjZMT3yjF"" (982) | #3 ""Peter @ YOLNz3ZCNR"" (200) | #4 ""Ian @ yrSbbM5VuT"" (192) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (104) | #9 ""grandpashortz @ b8EutyhaTC"" (595) | #10 ""Cam @ -CWFnEN9Li"" (416)",2026-02-05T04:07:20.405Z,177026444040502
"-- starting hand #37 (id: hfvycq05lbvi)  No Limit Texas Hold'em (dealer: ""Ian @ yrSbbM5VuT"") --",2026-02-05T04:07:20.405Z,177026444040501
"The player ""Peter @ YOLNz3ZCNR"" joined the game with a stack of 200.",2026-02-05T04:07:20.405Z,177026444040500
"-- ending hand #36 --",2026-02-05T04:07:17.486Z,177026443748602
"""stoneman42069666 @ 2YpVmUeLk7"" collected 6 from pot",2026-02-05T04:07:17.486Z,177026443748601
"Uncalled bet of 50 returned to ""stoneman42069666 @ 2YpVmUeLk7""",2026-02-05T04:07:17.486Z,177026443748600
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T04:07:16.676Z,177026443667600
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T04:07:15.759Z,177026443575900
"""stoneman42069666 @ 2YpVmUeLk7"" bets 50",2026-02-05T04:07:13.284Z,177026443328400
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T04:07:07.117Z,177026442711700
"Turn: 6♣, 7♠, 9♥ [A♦]",2026-02-05T04:07:02.035Z,177026442203500
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T04:07:01.224Z,177026442122400
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T04:06:57.699Z,177026441769900
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T04:06:53.550Z,177026441355000
"Flop:  [6♣, 7♠, 9♥]",2026-02-05T04:06:41.000Z,177026440100000
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T04:06:40.176Z,177026440017600
"""Ian @ yrSbbM5VuT"" calls 2",2026-02-05T04:06:37.776Z,177026439777600
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T04:06:34.817Z,177026439481700
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T04:06:32.014Z,177026439201400
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T04:06:30.036Z,177026439003600
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T04:06:29.092Z,177026438909200
"The admin approved the player ""Peter @ YOLNz3ZCNR"" participation with a stack of 200.",2026-02-05T04:06:26.879Z,177026438687900
"The player ""Peter @ YOLNz3ZCNR"" requested a seat.",2026-02-05T04:06:25.436Z,177026438543600
"""stoneman42069666 @ 2YpVmUeLk7"" posts a big blind of 2",2026-02-05T04:06:17.555Z,177026437755510
"""Ian @ yrSbbM5VuT"" posts a small blind of 1",2026-02-05T04:06:17.555Z,177026437755509
"Your hand is 5♣, 2♣",2026-02-05T04:06:17.555Z,177026437755505
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (911) | #2 ""Megan @ YhjZMT3yjF"" (982) | #4 ""Ian @ yrSbbM5VuT"" (194) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (100) | #9 ""grandpashortz @ b8EutyhaTC"" (597) | #10 ""Cam @ -CWFnEN9Li"" (416)",2026-02-05T04:06:17.555Z,177026437755502
"-- starting hand #36 (id: psm266ylhlif)  No Limit Texas Hold'em (dead button) --",2026-02-05T04:06:17.555Z,177026437755501
"The player ""Peter @ YOLNz3ZCNR"" quits the game with a stack of 0.",2026-02-05T04:06:17.555Z,177026437755500
"-- ending hand #35 --",2026-02-05T04:06:11.549Z,177026437154901
"""Connor @ SgqM1BL9TF"" collected 620 from pot with Straight, 10 High (combination: 6♣, 7♣, 8♠, 9♣, 10♠)",2026-02-05T04:06:11.549Z,177026437154900
"River: K♠, 6♣, 7♣, 9♣ [A♠]",2026-02-05T04:06:07.546Z,177026436754600
"""Peter @ YOLNz3ZCNR"" shows a 3♣, 3♦.",2026-02-05T04:06:03.544Z,177026436354401
"""Connor @ SgqM1BL9TF"" shows a 10♠, 8♠.",2026-02-05T04:06:03.544Z,177026436354400
"""Connor @ SgqM1BL9TF"" calls 289",2026-02-05T04:06:02.677Z,177026436267700
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T04:06:01.427Z,177026436142700
"""Peter @ YOLNz3ZCNR"" bets 289 and go all in",2026-02-05T04:05:46.017Z,177026434601700
"Turn: K♠, 6♣, 7♣ [9♣]",2026-02-05T04:05:38.387Z,177026433838700
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T04:05:37.583Z,177026433758300
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T04:05:34.130Z,177026433413000
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T04:05:33.204Z,177026433320400
"""Peter @ YOLNz3ZCNR"" calls 10",2026-02-05T04:05:32.255Z,177026433225500
"""Connor @ SgqM1BL9TF"" calls 10",2026-02-05T04:05:31.023Z,177026433102300
"""Cam @ -CWFnEN9Li"" bets 10",2026-02-05T04:05:28.034Z,177026432803400
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T04:05:21.194Z,177026432119400
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T04:05:16.592Z,177026431659200
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T04:05:15.529Z,177026431552900
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T04:05:13.807Z,177026431380700
"Flop:  [K♠, 6♣, 7♣]",2026-02-05T04:05:07.685Z,177026430768500
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T04:05:06.863Z,177026430686300
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T04:05:05.571Z,177026430557100
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T04:05:04.672Z,177026430467200
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T04:05:03.230Z,177026430323000
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T04:05:02.287Z,177026430228700
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T04:05:00.395Z,177026430039500
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T04:04:57.157Z,177026429715700
"""Ian @ yrSbbM5VuT"" posts a big blind of 2",2026-02-05T04:04:55.098Z,177026429509811
"""Peter @ YOLNz3ZCNR"" posts a small blind of 1",2026-02-05T04:04:55.098Z,177026429509810
"Your hand is 2♣, 4♦",2026-02-05T04:04:55.098Z,177026429509806
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (592) | #2 ""Megan @ YhjZMT3yjF"" (982) | #3 ""Peter @ YOLNz3ZCNR"" (301) | #4 ""Ian @ yrSbbM5VuT"" (196) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (102) | #9 ""grandpashortz @ b8EutyhaTC"" (599) | #10 ""Cam @ -CWFnEN9Li"" (428)",2026-02-05T04:04:55.098Z,177026429509802
"-- starting hand #35 (id: wwnkyhy1k7xa)  No Limit Texas Hold'em (dealer: ""Megan @ YhjZMT3yjF"") --",2026-02-05T04:04:55.098Z,177026429509801
"The player ""grandpashortz @ b8EutyhaTC"" joined the game with a stack of 599.",2026-02-05T04:04:55.098Z,177026429509800
"-- ending hand #34 --",2026-02-05T04:04:49.090Z,177026428909002
"""Megan @ YhjZMT3yjF"" collected 298 from pot with Full House, 8's over 2's (combination: 2♥, 2♣, 8♣, 8♦, 8♥)",2026-02-05T04:04:49.090Z,177026428909001
"""Megan @ YhjZMT3yjF"" shows a K♥, 8♣.",2026-02-05T04:04:49.090Z,177026428909000
"""Peter @ YOLNz3ZCNR"" calls 110",2026-02-05T04:04:48.281Z,177026428828100
"""Megan @ YhjZMT3yjF"" bets 110",2026-02-05T04:04:46.462Z,177026428646200
"River: 2♥, 8♦, 7♣, 2♣ [8♥]",2026-02-05T04:04:38.026Z,177026427802600
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T04:04:37.151Z,177026427715100
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T04:04:32.363Z,177026427236300
"""Peter @ YOLNz3ZCNR"" calls 26",2026-02-05T04:04:31.431Z,177026427143100
"""Megan @ YhjZMT3yjF"" bets 26",2026-02-05T04:04:20.309Z,177026426030900
"Turn: 2♥, 8♦, 7♣ [2♣]",2026-02-05T04:04:15.816Z,177026425581600
"""Connor @ SgqM1BL9TF"" calls 4",2026-02-05T04:04:14.941Z,177026425494100
"""stoneman42069666 @ 2YpVmUeLk7"" calls 4",2026-02-05T04:04:14.031Z,177026425403100
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T04:04:12.138Z,177026425213800
"""Peter @ YOLNz3ZCNR"" calls 4",2026-02-05T04:04:11.241Z,177026425124100
"The player ""grandpashortz @ b8EutyhaTC"" sit back with the stack of 599.",2026-02-05T04:04:09.680Z,177026424968000
"""Megan @ YhjZMT3yjF"" bets 4",2026-02-05T04:04:07.005Z,177026424700500
"Flop:  [2♥, 8♦, 7♣]",2026-02-05T04:04:01.174Z,177026424117400
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T04:04:00.322Z,177026424032200
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T04:03:47.968Z,177026422796800
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T04:03:44.851Z,177026422485100
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T04:03:43.930Z,177026422393000
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T04:03:43.029Z,177026422302900
"""Ian @ yrSbbM5VuT"" calls 2",2026-02-05T04:03:41.386Z,177026422138600
"""Peter @ YOLNz3ZCNR"" posts a big blind of 2",2026-02-05T04:03:33.225Z,177026421322509
"""Megan @ YhjZMT3yjF"" posts a small blind of 1",2026-02-05T04:03:33.225Z,177026421322508
"Your hand is 5♣, Q♣",2026-02-05T04:03:33.225Z,177026421322505
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (598) | #2 ""Megan @ YhjZMT3yjF"" (826) | #3 ""Peter @ YOLNz3ZCNR"" (443) | #4 ""Ian @ yrSbbM5VuT"" (198) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (108) | #10 ""Cam @ -CWFnEN9Li"" (428)",2026-02-05T04:03:33.225Z,177026421322501
"-- starting hand #34 (id: dujszhlckwb5)  No Limit Texas Hold'em (dealer: ""Connor @ SgqM1BL9TF"") --",2026-02-05T04:03:33.225Z,177026421322500
"""Ian @ yrSbbM5VuT"" shows a 7♦, 3♦.",2026-02-05T04:03:29.345Z,177026420934500
"-- ending hand #33 --",2026-02-05T04:03:26.718Z,177026420671802
"""Megan @ YhjZMT3yjF"" collected 174 from pot with Two Pair, 10's & 2's (combination: Q♦, 2♦, 2♠, 10♣, 10♠)",2026-02-05T04:03:26.718Z,177026420671801
"""Megan @ YhjZMT3yjF"" shows a 10♣, 10♠.",2026-02-05T04:03:26.718Z,177026420671800
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T04:03:25.899Z,177026420589900
"""Megan @ YhjZMT3yjF"" checks",2026-02-05T04:03:24.975Z,177026420497500
"River: 8♦, 2♦, 7♣, 2♠ [Q♦]",2026-02-05T04:03:22.123Z,177026420212300
"""Megan @ YhjZMT3yjF"" calls 50",2026-02-05T04:03:21.278Z,177026420127800
"""Cam @ -CWFnEN9Li"" raises to 50",2026-02-05T04:03:19.747Z,177026419974700
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T04:03:14.135Z,177026419413500
"""Megan @ YhjZMT3yjF"" bets 10",2026-02-05T04:03:11.913Z,177026419191300
"Turn: 8♦, 2♦, 7♣ [2♠]",2026-02-05T04:02:52.666Z,177026417266600
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T04:02:51.837Z,177026417183700
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T04:02:50.537Z,177026417053700
"""Cam @ -CWFnEN9Li"" bets 2",2026-02-05T04:02:48.790Z,177026416879000
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T04:02:44.808Z,177026416480800
"""Megan @ YhjZMT3yjF"" checks",2026-02-05T04:02:39.850Z,177026415985000
"Flop:  [8♦, 2♦, 7♣]",2026-02-05T04:02:37.151Z,177026415715100
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T04:02:36.328Z,177026415632800
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T04:02:31.148Z,177026415114800
"""Peter @ YOLNz3ZCNR"" calls 21",2026-02-05T04:02:27.165Z,177026414716500
"""Megan @ YhjZMT3yjF"" calls 21",2026-02-05T04:02:16.955Z,177026413695500
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T04:02:15.494Z,177026413549400
"""Cam @ -CWFnEN9Li"" raises to 21",2026-02-05T04:02:12.932Z,177026413293200
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T04:02:08.371Z,177026412837100
"""Ian @ yrSbbM5VuT"" calls 2",2026-02-05T04:02:06.632Z,177026412663200
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T04:02:04.987Z,177026412498700
"""Megan @ YhjZMT3yjF"" posts a big blind of 2",2026-02-05T04:01:58.417Z,177026411841711
"""Connor @ SgqM1BL9TF"" posts a small blind of 1",2026-02-05T04:01:58.417Z,177026411841710
"Your hand is 7♦, 3♦",2026-02-05T04:01:58.417Z,177026411841707
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (599) | #2 ""Megan @ YhjZMT3yjF"" (725) | #3 ""Peter @ YOLNz3ZCNR"" (466) | #4 ""Ian @ yrSbbM5VuT"" (200) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (110) | #10 ""Cam @ -CWFnEN9Li"" (501)",2026-02-05T04:01:58.417Z,177026411841703
"-- starting hand #33 (id: neayc7554txb)  No Limit Texas Hold'em (dealer: ""Cam @ -CWFnEN9Li"") --",2026-02-05T04:01:58.417Z,177026411841702
"The player ""Ian @ yrSbbM5VuT"" joined the game with a stack of 200.",2026-02-05T04:01:58.417Z,177026411841701
"The player ""grandpashortz @ b8EutyhaTC"" stand up with the stack of 599.",2026-02-05T04:01:58.417Z,177026411841700
"The player ""Ian @ yrSbbM5VuT"" sit back with the stack of 200.",2026-02-05T04:01:57.559Z,177026411755900
"""Connor @ SgqM1BL9TF"" shows a 7♦, 10♦.",2026-02-05T04:01:55.470Z,177026411547000
"-- ending hand #32 --",2026-02-05T04:01:51.901Z,177026411190102
"""Peter @ YOLNz3ZCNR"" collected 314 from pot with Three of a Kind, Q's (combination: 9♥, K♦, Q♠, Q♥, Q♣)",2026-02-05T04:01:51.901Z,177026411190101
"""Peter @ YOLNz3ZCNR"" shows a K♦, Q♠.",2026-02-05T04:01:51.901Z,177026411190100
"""Connor @ SgqM1BL9TF"" calls 77",2026-02-05T04:01:51.086Z,177026411108600
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T04:01:47.777Z,177026410777700
"""Peter @ YOLNz3ZCNR"" bets 77",2026-02-05T04:01:45.572Z,177026410557200
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T04:01:23.782Z,177026408378200
"River: 7♥, Q♥, 9♥, Q♣ [2♦]",2026-02-05T04:01:18.951Z,177026407895100
"""Connor @ SgqM1BL9TF"" calls 50",2026-02-05T04:01:18.112Z,177026407811200
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T04:01:17.224Z,177026407722400
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T04:01:16.257Z,177026407625700
"""stoneman42069666 @ 2YpVmUeLk7"" calls 50",2026-02-05T04:01:09.348Z,177026406934800
"""Peter @ YOLNz3ZCNR"" raises to 50",2026-02-05T04:01:01.696Z,177026406169600
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-05T04:00:53.541Z,177026405354100
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T04:00:49.823Z,177026404982300
"Turn: 7♥, Q♥, 9♥ [Q♣]",2026-02-05T04:00:41.272Z,177026404127200
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T04:00:40.408Z,177026404040800
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T04:00:39.482Z,177026403948200
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T04:00:35.722Z,177026403572200
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T04:00:32.090Z,177026403209000
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T04:00:30.278Z,177026403027800
"Flop:  [7♥, Q♥, 9♥]",2026-02-05T04:00:26.860Z,177026402686000
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T04:00:25.941Z,177026402594100
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T04:00:24.984Z,177026402498400
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T04:00:24.083Z,177026402408300
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T04:00:20.877Z,177026402087700
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T04:00:19.159Z,177026401915900
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T04:00:07.684Z,177026400768400
