entry,at,order
"""Connor @ SgqM1BL9TF"" calls 10",2026-02-12T03:34:35.250Z,177086727525000
"""Will @ AVS4WBKGHg"" calls 10",2026-02-12T03:34:33.219Z,177086727321900
"""Peter @ YOLNz3ZCNR"" calls 10",2026-02-12T03:34:30.295Z,177086727029500
"""Ian @ yrSbbM5VuT"" calls 10",2026-02-12T03:34:29.426Z,177086726942600
"""Megan @ YhjZMT3yjF"" raises to 10",2026-02-12T03:34:27.070Z,177086726707000
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T03:34:23.016Z,177086726301600
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T03:34:20.239Z,177086726023900
"""Will @ AVS4WBKGHg"" posts a big blind of 5",2026-02-12T03:34:18.516Z,177086725851609
"""Peter @ YOLNz3ZCNR"" posts a small blind of 2",2026-02-12T03:34:18.516Z,177086725851608
"Your hand is 4♣, 6♦",2026-02-12T03:34:18.516Z,177086725851602
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (584) | #2 ""Peter @ YOLNz3ZCNR"" (608) | #3 ""Will @ AVS4WBKGHg"" (741) | #6 ""Connor @ SgqM1BL9TF"" (324) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (465) | #10 ""Megan @ YhjZMT3yjF"" (778)",2026-02-12T03:34:18.516Z,177086725851601
"-- starting hand #20 (id: 7k81d9z3bl1m)  No Limit Texas Hold'em (dealer: ""Ian @ yrSbbM5VuT"") --",2026-02-12T03:34:18.516Z,177086725851600
"""Will @ AVS4WBKGHg"" shows a Q♣.",2026-02-12T03:34:17.262Z,177086725726200
"""Peter @ YOLNz3ZCNR"" shows a 3♣, 5♦.",2026-02-12T03:34:15.228Z,177086725522800
"-- ending hand #19 --",2026-02-12T03:34:11.483Z,177086725148303
"""stoneman42069666 @ 2YpVmUeLk7"" collected 45 from pot with Two Pair, A's & Q's (combination: 10♦, Q♦, Q♥, A♠, A♣)",2026-02-12T03:34:11.483Z,177086725148302
"""stoneman42069666 @ 2YpVmUeLk7"" shows a Q♦, Q♥.",2026-02-12T03:34:11.483Z,177086725148301
"""Connor @ SgqM1BL9TF"" shows a 5♣, 9♣.",2026-02-12T03:34:11.483Z,177086725148300
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T03:34:10.636Z,177086725063600
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-12T03:34:09.098Z,177086724909800
"River: A♠, 10♦, A♣, 8♠ [5♥]",2026-02-12T03:34:03.707Z,177086724370700
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T03:34:02.879Z,177086724287900
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T03:34:00.416Z,177086724041600
"Turn: A♠, 10♦, A♣ [8♠]",2026-02-12T03:33:54.246Z,177086723424600
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T03:33:53.369Z,177086723336900
"""Will @ AVS4WBKGHg"" folds",2026-02-12T03:33:44.316Z,177086722431600
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T03:33:43.435Z,177086722343500
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T03:33:40.477Z,177086722047700
"""stoneman42069666 @ 2YpVmUeLk7"" bets 5",2026-02-12T03:33:28.115Z,177086720811500
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T03:33:26.499Z,177086720649900
"""Will @ AVS4WBKGHg"" checks",2026-02-12T03:33:25.532Z,177086720553200
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T03:33:22.602Z,177086720260200
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T03:33:18.694Z,177086719869400
"Flop:  [A♠, 10♦, A♣]",2026-02-12T03:33:11.402Z,177086719140200
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T03:33:10.538Z,177086719053800
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T03:33:09.657Z,177086718965700
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T03:33:07.678Z,177086718767800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T03:33:06.745Z,177086718674500
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T03:33:02.904Z,177086718290400
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T03:33:01.542Z,177086718154200
"""Peter @ YOLNz3ZCNR"" posts a big blind of 5",2026-02-12T03:32:59.507Z,177086717950709
"""Ian @ yrSbbM5VuT"" posts a small blind of 2",2026-02-12T03:32:59.507Z,177086717950708
"Your hand is 9♠, 7♦",2026-02-12T03:32:59.507Z,177086717950702
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (589) | #2 ""Peter @ YOLNz3ZCNR"" (613) | #3 ""Will @ AVS4WBKGHg"" (746) | #6 ""Connor @ SgqM1BL9TF"" (339) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (435) | #10 ""Megan @ YhjZMT3yjF"" (778)",2026-02-12T03:32:59.507Z,177086717950701
"-- starting hand #19 (id: juochvkardne)  No Limit Texas Hold'em (dealer: ""Megan @ YhjZMT3yjF"") --",2026-02-12T03:32:59.507Z,177086717950700
"""Peter @ YOLNz3ZCNR"" shows a 2♠, 4♣.",2026-02-12T03:32:58.353Z,177086717835300
"-- ending hand #18 --",2026-02-12T03:32:55.896Z,177086717589602
"""Ian @ yrSbbM5VuT"" collected 62 from pot",2026-02-12T03:32:55.896Z,177086717589601
"Uncalled bet of 40 returned to ""Ian @ yrSbbM5VuT""",2026-02-12T03:32:55.896Z,177086717589600
"""Will @ AVS4WBKGHg"" folds",2026-02-12T03:32:55.073Z,177086717507300
"""Ian @ yrSbbM5VuT"" bets 40",2026-02-12T03:32:44.230Z,177086716423000
"Turn: K♠, 9♠, J♣ [5♠]",2026-02-12T03:32:27.960Z,177086714796000
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T03:32:27.156Z,177086714715600
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T03:32:22.976Z,177086714297600
"""Will @ AVS4WBKGHg"" calls 20",2026-02-12T03:32:21.216Z,177086714121600
"""Ian @ yrSbbM5VuT"" bets 20",2026-02-12T03:32:20.095Z,177086714009500
"Flop:  [K♠, 9♠, J♣]",2026-02-12T03:32:08.601Z,177086712860100
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T03:32:07.774Z,177086712777400
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T03:32:05.475Z,177086712547500
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T03:32:04.590Z,177086712459000
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T03:32:02.981Z,177086712298100
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T03:31:57.501Z,177086711750100
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T03:31:56.642Z,177086711664200
"""Ian @ yrSbbM5VuT"" posts a big blind of 5",2026-02-12T03:31:47.485Z,177086710748509
"""Megan @ YhjZMT3yjF"" posts a small blind of 2",2026-02-12T03:31:47.485Z,177086710748508
"Your hand is J♦, 2♥",2026-02-12T03:31:47.485Z,177086710748502
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (552) | #2 ""Peter @ YOLNz3ZCNR"" (613) | #3 ""Will @ AVS4WBKGHg"" (771) | #6 ""Connor @ SgqM1BL9TF"" (344) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (440) | #10 ""Megan @ YhjZMT3yjF"" (780)",2026-02-12T03:31:47.485Z,177086710748501
"-- starting hand #18 (id: 2bnm29nokuce)  No Limit Texas Hold'em (dealer: ""stoneman42069666 @ 2YpVmUeLk7"") --",2026-02-12T03:31:47.485Z,177086710748500
"""Connor @ SgqM1BL9TF"" shows a K♣, 3♣.",2026-02-12T03:31:45.206Z,177086710520600
"""Megan @ YhjZMT3yjF"" shows a 5♥, 3♥.",2026-02-12T03:31:44.305Z,177086710430500
"""Ian @ yrSbbM5VuT"" shows a A♠.",2026-02-12T03:31:43.576Z,177086710357600
"""Peter @ YOLNz3ZCNR"" shows a 9♦, 2♣.",2026-02-12T03:31:43.202Z,177086710320200
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 3♦, 2♦.",2026-02-12T03:31:42.507Z,177086710250700
"-- ending hand #17 --",2026-02-12T03:31:41.083Z,177086710108302
"""Ian @ yrSbbM5VuT"" collected 155 from pot",2026-02-12T03:31:41.083Z,177086710108301
"Uncalled bet of 150 returned to ""Ian @ yrSbbM5VuT""",2026-02-12T03:31:41.083Z,177086710108300
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T03:31:40.274Z,177086710027400
"""Ian @ yrSbbM5VuT"" bets 150",2026-02-12T03:31:31.139Z,177086709113900
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T03:31:24.554Z,177086708455400
"River: 4♥, A♥, 10♣, 4♦ [4♠]",2026-02-12T03:31:20.976Z,177086708097600
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T03:31:20.157Z,177086708015700
"""stoneman42069666 @ 2YpVmUeLk7"" calls 25",2026-02-12T03:31:12.435Z,177086707243500
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T03:31:07.661Z,177086706766100
"""Ian @ yrSbbM5VuT"" bets 25",2026-02-12T03:30:48.560Z,177086704856000
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T03:30:42.797Z,177086704279700
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T03:30:41.262Z,177086704126200
"Turn: 4♥, A♥, 10♣ [4♦]",2026-02-12T03:30:35.066Z,177086703506600
"""Megan @ YhjZMT3yjF"" calls 20",2026-02-12T03:30:34.215Z,177086703421500
"""stoneman42069666 @ 2YpVmUeLk7"" calls 20",2026-02-12T03:30:29.991Z,177086702999100
"""Connor @ SgqM1BL9TF"" calls 20",2026-02-12T03:30:27.757Z,177086702775700
"""Will @ AVS4WBKGHg"" folds",2026-02-12T03:30:15.074Z,177086701507400
"""Ian @ yrSbbM5VuT"" raises to 20",2026-02-12T03:30:13.751Z,177086701375100
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T03:30:08.457Z,177086700845700
"""stoneman42069666 @ 2YpVmUeLk7"" bets 5",2026-02-12T03:30:06.518Z,177086700651800
"Flop:  [4♥, A♥, 10♣]",2026-02-12T03:30:01.043Z,177086700104300
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T03:30:00.203Z,177086700020300
"""stoneman42069666 @ 2YpVmUeLk7"" calls 5",2026-02-12T03:29:58.820Z,177086699882000
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T03:29:57.910Z,177086699791000
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T03:29:57.013Z,177086699701300
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T03:29:54.711Z,177086699471100
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T03:29:53.588Z,177086699358800
"""Megan @ YhjZMT3yjF"" posts a big blind of 5",2026-02-12T03:29:47.224Z,177086698722409
"""stoneman42069666 @ 2YpVmUeLk7"" posts a small blind of 2",2026-02-12T03:29:47.224Z,177086698722408
"Your hand is 7♦, A♠",2026-02-12T03:29:47.224Z,177086698722402
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (447) | #2 ""Peter @ YOLNz3ZCNR"" (613) | #3 ""Will @ AVS4WBKGHg"" (776) | #6 ""Connor @ SgqM1BL9TF"" (369) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (490) | #10 ""Megan @ YhjZMT3yjF"" (805)",2026-02-12T03:29:47.224Z,177086698722401
"-- starting hand #17 (id: azkzdcn5zaup)  No Limit Texas Hold'em (dealer: ""Connor @ SgqM1BL9TF"") --",2026-02-12T03:29:47.224Z,177086698722400
"""Peter @ YOLNz3ZCNR"" shows a 2♥, A♥.",2026-02-12T03:29:45.846Z,177086698584600
"-- ending hand #16 --",2026-02-12T03:29:43.605Z,177086698360502
"""Ian @ yrSbbM5VuT"" collected 72 from pot",2026-02-12T03:29:43.605Z,177086698360501
"Uncalled bet of 20 returned to ""Ian @ yrSbbM5VuT""",2026-02-12T03:29:43.605Z,177086698360500
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T03:29:42.778Z,177086698277800
"""Ian @ yrSbbM5VuT"" bets 20",2026-02-12T03:29:39.897Z,177086697989700
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T03:29:34.095Z,177086697409500
"Turn: 7♦, 9♣, Q♣ [J♥]",2026-02-12T03:29:32.204Z,177086697220400
"""Megan @ YhjZMT3yjF"" calls 15",2026-02-12T03:29:31.398Z,177086697139800
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-12T03:29:25.988Z,177086696598800
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T03:29:19.096Z,177086695909600
"""Ian @ yrSbbM5VuT"" bets 15",2026-02-12T03:29:12.443Z,177086695244300
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T03:29:05.272Z,177086694527200
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T03:29:03.138Z,177086694313800
"Flop:  [7♦, 9♣, Q♣]",2026-02-12T03:28:58.128Z,177086693812800
"""Peter @ YOLNz3ZCNR"" calls 10",2026-02-12T03:28:57.276Z,177086693727600
"""Ian @ yrSbbM5VuT"" calls 10",2026-02-12T03:28:56.290Z,177086693629000
"""Megan @ YhjZMT3yjF"" calls 10",2026-02-12T03:28:53.351Z,177086693335100
"""stoneman42069666 @ 2YpVmUeLk7"" raises to 10",2026-02-12T03:28:50.043Z,177086693004300
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T03:28:40.975Z,177086692097500
"""Will @ AVS4WBKGHg"" folds",2026-02-12T03:28:40.084Z,177086692008400
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T03:28:39.206Z,177086691920600
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T03:28:33.406Z,177086691340600
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T03:28:31.865Z,177086691186500
"""stoneman42069666 @ 2YpVmUeLk7"" posts a big blind of 5",2026-02-12T03:28:29.091Z,177086690909110
"""Connor @ SgqM1BL9TF"" posts a small blind of 2",2026-02-12T03:28:29.091Z,177086690909109
"Your hand is 6♥, 8♠",2026-02-12T03:28:29.091Z,177086690909103
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (400) | #2 ""Peter @ YOLNz3ZCNR"" (623) | #3 ""Will @ AVS4WBKGHg"" (776) | #6 ""Connor @ SgqM1BL9TF"" (371) | #7 ""stoneman42069666 @ 2YpVmUeLk7"" (500) | #10 ""Megan @ YhjZMT3yjF"" (830)",2026-02-12T03:28:29.091Z,177086690909102
"-- starting hand #16 (id: tadnc6ub8lsw)  No Limit Texas Hold'em (dealer: ""Will @ AVS4WBKGHg"") --",2026-02-12T03:28:29.091Z,177086690909101
"The player ""stoneman42069666 @ 2YpVmUeLk7"" joined the game with a stack of 500.",2026-02-12T03:28:29.091Z,177086690909100
"The admin approved the player ""stoneman42069666 @ 2YpVmUeLk7"" participation with a stack of 500.",2026-02-12T03:28:27.260Z,177086690726000
"The player ""stoneman42069666 @ 2YpVmUeLk7"" requested a seat.",2026-02-12T03:28:25.070Z,177086690507000
"-- ending hand #15 --",2026-02-12T03:28:23.085Z,177086690308503
"""Megan @ YhjZMT3yjF"" collected 25 from pot with Pair, 6's (combination: 5♥, 9♣, K♠, 6♠, 6♦)",2026-02-12T03:28:23.085Z,177086690308502
"""Megan @ YhjZMT3yjF"" shows a 6♠, 6♦.",2026-02-12T03:28:23.085Z,177086690308501
"""Connor @ SgqM1BL9TF"" shows a 5♣, 10♠.",2026-02-12T03:28:23.085Z,177086690308500
"""Will @ AVS4WBKGHg"" folds",2026-02-12T03:28:22.258Z,177086690225800
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T03:28:19.859Z,177086689985900
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-12T03:28:18.389Z,177086689838900
"""Will @ AVS4WBKGHg"" checks",2026-02-12T03:28:14.651Z,177086689465100
"River: 2♠, 3♠, 9♣, 5♥ [K♠]",2026-02-12T03:28:10.838Z,177086689083800
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T03:28:10.010Z,177086689001000
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T03:28:07.441Z,177086688744100
"""Will @ AVS4WBKGHg"" checks",2026-02-12T03:27:59.651Z,177086687965100
"Turn: 2♠, 3♠, 9♣ [5♥]",2026-02-12T03:27:56.841Z,177086687684100
"""Megan @ YhjZMT3yjF"" checks",2026-02-12T03:27:55.988Z,177086687598800
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T03:27:54.153Z,177086687415300
"""Will @ AVS4WBKGHg"" checks",2026-02-12T03:27:51.312Z,177086687131200
"Flop:  [2♠, 3♠, 9♣]",2026-02-12T03:27:48.151Z,177086686815100
"""Connor @ SgqM1BL9TF"" checks",2026-02-12T03:27:47.310Z,177086686731000
"""Will @ AVS4WBKGHg"" calls 5",2026-02-12T03:27:46.418Z,177086686641800
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T03:27:44.245Z,177086686424500
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T03:27:29.801Z,177086684980100
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T03:27:22.870Z,177086684287000
"""Connor @ SgqM1BL9TF"" posts a big blind of 5",2026-02-12T03:27:17.313Z,177086683731308
"""Will @ AVS4WBKGHg"" posts a small blind of 2",2026-02-12T03:27:17.313Z,177086683731307
"Your hand is 2♦, 10♣",2026-02-12T03:27:17.313Z,177086683731302
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (400) | #2 ""Peter @ YOLNz3ZCNR"" (623) | #3 ""Will @ AVS4WBKGHg"" (781) | #6 ""Connor @ SgqM1BL9TF"" (381) | #10 ""Megan @ YhjZMT3yjF"" (815)",2026-02-12T03:27:17.313Z,177086683731301
"-- starting hand #15 (id: gbigvacfgsnb)  No Limit Texas Hold'em (dealer: ""Peter @ YOLNz3ZCNR"") --",2026-02-12T03:27:17.313Z,177086683731300
"-- ending hand #14 --",2026-02-12T03:27:14.400Z,177086683440002
"""Ian @ yrSbbM5VuT"" collected 37 from pot",2026-02-12T03:27:14.400Z,177086683440001
"Uncalled bet of 20 returned to ""Ian @ yrSbbM5VuT""",2026-02-12T03:27:14.400Z,177086683440000
"""Will @ AVS4WBKGHg"" folds",2026-02-12T03:27:13.593Z,177086683359300
"""Ian @ yrSbbM5VuT"" bets 20",2026-02-12T03:27:12.202Z,177086683220200
"""Will @ AVS4WBKGHg"" checks",2026-02-12T03:27:05.844Z,177086682584400
"Flop:  [3♣, 5♠, 8♥]",2026-02-12T03:26:59.952Z,177086681995200
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T03:26:59.117Z,177086681911700
"""Will @ AVS4WBKGHg"" calls 15",2026-02-12T03:26:58.206Z,177086681820600
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T03:26:56.553Z,177086681655300
"""Ian @ yrSbbM5VuT"" raises to 15",2026-02-12T03:26:52.057Z,177086681205700
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T03:26:45.699Z,177086680569900
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T03:26:44.262Z,177086680426200
"""Will @ AVS4WBKGHg"" posts a big blind of 5",2026-02-12T03:26:35.866Z,177086679586608
"""Peter @ YOLNz3ZCNR"" posts a small blind of 2",2026-02-12T03:26:35.866Z,177086679586607
"Your hand is 9♠, Q♠",2026-02-12T03:26:35.866Z,177086679586602
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (378) | #2 ""Peter @ YOLNz3ZCNR"" (625) | #3 ""Will @ AVS4WBKGHg"" (796) | #6 ""Connor @ SgqM1BL9TF"" (386) | #10 ""Megan @ YhjZMT3yjF"" (815)",2026-02-12T03:26:35.866Z,177086679586601
"-- starting hand #14 (id: gruda55mbtoj)  No Limit Texas Hold'em (dealer: ""Ian @ yrSbbM5VuT"") --",2026-02-12T03:26:35.866Z,177086679586600
"""Will @ AVS4WBKGHg"" shows a 3♦, 9♣.",2026-02-12T03:26:32.755Z,177086679275500
"-- ending hand #13 --",2026-02-12T03:26:32.229Z,177086679222902
"""Connor @ SgqM1BL9TF"" collected 30 from pot",2026-02-12T03:26:32.229Z,177086679222901
"Uncalled bet of 25 returned to ""Connor @ SgqM1BL9TF""",2026-02-12T03:26:32.229Z,177086679222900
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T03:26:31.408Z,177086679140800
"""Connor @ SgqM1BL9TF"" bets 25",2026-02-12T03:26:30.081Z,177086679008100
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T03:26:24.941Z,177086678494100
"Turn: 3♥, 3♣, J♥ [9♥]",2026-02-12T03:26:20.875Z,177086678087500
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T03:26:20.067Z,177086678006700
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T03:26:14.789Z,177086677478900
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T03:26:13.123Z,177086677312300
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-12T03:26:08.390Z,177086676839000
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T03:26:05.691Z,177086676569100
"""Ian @ yrSbbM5VuT"" checks",2026-02-12T03:26:00.223Z,177086676022300
"Flop:  [3♥, 3♣, J♥]",2026-02-12T03:25:51.929Z,177086675192900
"""Peter @ YOLNz3ZCNR"" checks",2026-02-12T03:25:51.108Z,177086675110800
"""Ian @ yrSbbM5VuT"" calls 5",2026-02-12T03:25:45.006Z,177086674500600
"""Megan @ YhjZMT3yjF"" calls 5",2026-02-12T03:25:42.176Z,177086674217600
"""Connor @ SgqM1BL9TF"" calls 5",2026-02-12T03:25:38.540Z,177086673854000
"""Will @ AVS4WBKGHg"" folds",2026-02-12T03:25:37.485Z,177086673748500
"""Peter @ YOLNz3ZCNR"" posts a big blind of 5",2026-02-12T03:25:34.502Z,177086673450209
"""Ian @ yrSbbM5VuT"" posts a small blind of 2",2026-02-12T03:25:34.502Z,177086673450208
"Your hand is 6♦, 5♠",2026-02-12T03:25:34.502Z,177086673450203
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (383) | #2 ""Peter @ YOLNz3ZCNR"" (635) | #3 ""Will @ AVS4WBKGHg"" (796) | #6 ""Connor @ SgqM1BL9TF"" (366) | #10 ""Megan @ YhjZMT3yjF"" (820)",2026-02-12T03:25:34.502Z,177086673450202
"-- starting hand #13 (id: ngrkepqiamfz)  No Limit Texas Hold'em (dealer: ""Megan @ YhjZMT3yjF"") --",2026-02-12T03:25:34.502Z,177086673450201
"The player ""stoneman42069666 @ 2YpVmUeLk7"" quits the game with a stack of 0.",2026-02-12T03:25:34.502Z,177086673450200
"""Megan @ YhjZMT3yjF"" shows a 2♥, 3♥.",2026-02-12T03:25:30.302Z,177086673030200
"""Peter @ YOLNz3ZCNR"" shows a 6♣, A♠.",2026-02-12T03:25:28.796Z,177086672879600
"-- ending hand #12 --",2026-02-12T03:25:27.498Z,177086672749801
"""Will @ AVS4WBKGHg"" collected 354 from pot with Two Pair, J's & 6's (combination: 10♣, 6♥, 6♦, J♥, J♠)",2026-02-12T03:25:27.498Z,177086672749800
"River: 3♣, 3♠, 6♥, 6♦ [10♣]",2026-02-12T03:25:23.483Z,177086672348300
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 7♠, Q♠.",2026-02-12T03:25:19.477Z,177086671947702
"""Will @ AVS4WBKGHg"" shows a J♥, J♠.",2026-02-12T03:25:19.477Z,177086671947701
"Uncalled bet of 174 returned to ""Will @ AVS4WBKGHg""",2026-02-12T03:25:19.477Z,177086671947700
"""stoneman42069666 @ 2YpVmUeLk7"" calls 60 and go all in",2026-02-12T03:25:18.667Z,177086671866700
"""Will @ AVS4WBKGHg"" bets 234",2026-02-12T03:25:16.764Z,177086671676400
"Turn: 3♣, 3♠, 6♥ [6♦]",2026-02-12T03:25:10.394Z,177086671039400
"""stoneman42069666 @ 2YpVmUeLk7"" calls 78",2026-02-12T03:25:09.581Z,177086670958100
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T03:25:07.139Z,177086670713900
"""Will @ AVS4WBKGHg"" bets 78",2026-02-12T03:24:42.247Z,177086668224700
"Flop:  [3♣, 3♠, 6♥]",2026-02-12T03:24:38.929Z,177086667892900
"""Peter @ YOLNz3ZCNR"" folds",2026-02-12T03:24:38.083Z,177086667808300
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T03:24:31.822Z,177086667182200
"""Megan @ YhjZMT3yjF"" folds",2026-02-12T03:24:30.910Z,177086667091000
"""stoneman42069666 @ 2YpVmUeLk7"" calls 22",2026-02-12T03:24:29.477Z,177086666947700
"""Connor @ SgqM1BL9TF"" calls 22",2026-02-12T03:24:27.427Z,177086666742700
"""Will @ AVS4WBKGHg"" raises to 22",2026-02-12T03:24:21.973Z,177086666197300
"""Peter @ YOLNz3ZCNR"" calls 5",2026-02-12T03:24:19.441Z,177086665944100
"""Ian @ yrSbbM5VuT"" posts a big blind of 5",2026-02-12T03:24:13.356Z,177086665335609
"""Megan @ YhjZMT3yjF"" posts a small blind of 2",2026-02-12T03:24:13.356Z,177086665335608
"Your hand is J♣, 5♣",2026-02-12T03:24:13.356Z,177086665335602
"Player stacks: #1 ""Ian @ yrSbbM5VuT"" (388) | #2 ""Peter @ YOLNz3ZCNR"" (640) | #3 ""Will @ AVS4WBKGHg"" (602) | #6 ""Connor @ SgqM1BL9TF"" (388) | #8 ""stoneman42069666 @ 2YpVmUeLk7"" (160) | #10 ""Megan @ YhjZMT3yjF"" (822)",2026-02-12T03:24:13.356Z,177086665335601
"-- starting hand #12 (id: lhxcpshwltax)  No Limit Texas Hold'em (dealer: ""stoneman42069666 @ 2YpVmUeLk7"") --",2026-02-12T03:24:13.356Z,177086665335600
"""Peter @ YOLNz3ZCNR"" shows a 2♦, 10♣.",2026-02-12T03:24:09.179Z,177086664917900
"""Ian @ yrSbbM5VuT"" shows a 2♥, 3♦.",2026-02-12T03:24:07.279Z,177086664727900
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 4♥, 6♦.",2026-02-12T03:24:07.207Z,177086664720700
"""Will @ AVS4WBKGHg"" shows a A♦, 8♣.",2026-02-12T03:24:07.191Z,177086664719100
"-- ending hand #11 --",2026-02-12T03:24:05.341Z,177086664534102
"""Megan @ YhjZMT3yjF"" collected 470 from pot with Three of a Kind, 5's (combination: 10♥, A♠, 5♠, 5♣, 5♥)",2026-02-12T03:24:05.341Z,177086664534101
"""Megan @ YhjZMT3yjF"" shows a 10♥, 5♠.",2026-02-12T03:24:05.341Z,177086664534100
"""stoneman42069666 @ 2YpVmUeLk7"" calls 45",2026-02-12T03:24:04.507Z,177086664450700
"""Will @ AVS4WBKGHg"" calls 45",2026-02-12T03:24:00.989Z,177086664098900
"""Megan @ YhjZMT3yjF"" bets 45",2026-02-12T03:23:58.850Z,177086663885000
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-12T03:23:39.893Z,177086661989300
"River: 4♦, 8♥, 5♣, 5♥ [A♠]",2026-02-12T03:23:37.039Z,177086661703900
"""Will @ AVS4WBKGHg"" calls 60",2026-02-12T03:23:36.221Z,177086661622100
"""Ian @ yrSbbM5VuT"" folds",2026-02-12T03:23:35.295Z,177086661529500
"""Megan @ YhjZMT3yjF"" calls 60",2026-02-12T03:23:25.408Z,177086660540800
"""stoneman42069666 @ 2YpVmUeLk7"" raises to 60",2026-02-12T03:23:22.115Z,177086660211500
"""Connor @ SgqM1BL9TF"" folds",2026-02-12T03:23:18.047Z,177086659804700
"""Will @ AVS4WBKGHg"" calls 30",2026-02-12T03:23:16.040Z,177086659604000
